Platform, Instrument, Paramenter, Units, Date, Value, QC value 
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 10:00:00, 37.587, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 11:00:00, 37.59, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 12:00:00, 37.593, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 01:00:00, 37.593, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 02:00:00, 37.594, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 03:00:00, 37.595, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 04:00:00, 37.597, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 05:00:00, 37.597, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 06:00:00, 37.592, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 07:00:00, 37.597, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 08:00:00, 37.599, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 09:00:00, 37.606, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 10:00:00, 37.611, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-10 11:00:00, 37.612, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 12:00:00, 37.612, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 01:00:00, 37.609, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 02:00:00, 37.61, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 03:00:00, 37.611, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 04:00:00, 37.609, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 05:00:00, 37.615, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 06:00:00, 37.617, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 07:00:00, 37.616, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 08:00:00, 37.617, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 09:00:00, 37.622, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 10:00:00, 37.624, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 11:00:00, 37.631, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 12:00:00, 37.632, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 01:00:00, 37.645, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 02:00:00, 37.631, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 03:00:00, 37.625, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 04:00:00, 37.607, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 05:00:00, 37.599, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 06:00:00, 37.582, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 07:00:00, 37.576, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 08:00:00, 37.578, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 09:00:00, 37.578, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 10:00:00, 37.583, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-11 11:00:00, 37.587, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 12:00:00, 37.584, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 01:00:00, 37.568, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 02:00:00, 37.557, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 03:00:00, 37.558, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 04:00:00, 37.57, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 05:00:00, 37.589, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 06:00:00, 37.607, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 07:00:00, 37.602, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 08:00:00, 37.644, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 09:00:00, 37.664, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 10:00:00, 37.535, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 11:00:00, 37.63, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 12:00:00, 37.527, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 01:00:00, 37.448, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 02:00:00, 37.48, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 03:00:00, 37.515, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 04:00:00, 37.48, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 05:00:00, 37.548, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 06:00:00, 37.596, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 07:00:00, 37.703, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 08:00:00, 37.711, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 09:00:00, 37.704, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 10:00:00, 37.708, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-12 11:00:00, 37.689, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 12:00:00, 37.775, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 01:00:00, 37.778, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 02:00:00, 37.737, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 03:00:00, 37.59, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 04:00:00, 37.694, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 05:00:00, 37.669, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 06:00:00, 37.659, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 07:00:00, 37.776, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 08:00:00, 37.755, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 09:00:00, 37.764, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 10:00:00, 37.753, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 11:00:00, 37.753, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 12:00:00, 37.722, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 01:00:00, 37.685, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 02:00:00, 37.682, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 03:00:00, 37.668, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 04:00:00, 37.661, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 05:00:00, 37.638, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 06:00:00, 37.534, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 07:00:00, 37.508, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 08:00:00, 37.529, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 09:00:00, 37.545, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 10:00:00, 37.561, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-13 11:00:00, 37.587, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 12:00:00, 37.608, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 01:00:00, 37.632, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 02:00:00, 37.683, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 03:00:00, 37.731, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 04:00:00, 37.742, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 05:00:00, 37.671, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 06:00:00, 37.677, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 07:00:00, 37.686, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 08:00:00, 37.706, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 09:00:00, 37.698, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 10:00:00, 37.691, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 11:00:00, 37.686, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 12:00:00, 37.622, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 01:00:00, 37.614, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 02:00:00, 37.596, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 03:00:00, 37.591, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 04:00:00, 37.647, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 05:00:00, 37.621, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 06:00:00, 37.63, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 07:00:00, 37.67, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 08:00:00, 37.639, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 09:00:00, 37.644, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 10:00:00, 37.652, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-14 11:00:00, 37.634, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 12:00:00, 37.641, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 01:00:00, 37.633, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 02:00:00, 37.631, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 03:00:00, 37.629, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 04:00:00, 37.626, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 05:00:00, 37.623, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 06:00:00, 37.625, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 07:00:00, 37.632, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 08:00:00, 37.652, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 09:00:00, 37.715, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 10:00:00, 37.689, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 11:00:00, 37.679, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 12:00:00, 37.685, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 01:00:00, 37.701, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 02:00:00, 37.703, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 03:00:00, 37.704, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 04:00:00, 37.694, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 05:00:00, 37.699, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 06:00:00, 37.729, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 07:00:00, 37.745, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 08:00:00, 37.745, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 09:00:00, 37.752, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 10:00:00, 37.747, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-15 11:00:00, 37.75, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 12:00:00, 37.744, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 01:00:00, 37.746, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 02:00:00, 37.568, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 03:00:00, 37.532, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 04:00:00, 37.526, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 05:00:00, 37.508, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 06:00:00, 37.466, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 07:00:00, 37.484, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 08:00:00, 37.443, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 09:00:00, 37.425, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 10:00:00, 37.401, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 11:00:00, 37.397, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 12:00:00, 37.396, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 01:00:00, 37.396, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 02:00:00, 37.399, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 03:00:00, 37.404, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 04:00:00, 37.413, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 05:00:00, 37.417, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 06:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 07:00:00, 37.43, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 08:00:00, 37.456, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 09:00:00, 37.503, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 10:00:00, 37.495, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-16 11:00:00, 37.501, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 12:00:00, 37.494, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 01:00:00, 37.495, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 02:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 03:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 04:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 05:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 06:00:00, 37.504, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 07:00:00, 37.484, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 08:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 09:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 10:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 11:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 12:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 01:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 02:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 03:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 04:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 05:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 06:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 07:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 08:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 09:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 10:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-17 11:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 12:00:00, 37.467, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 01:00:00, 37.436, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 02:00:00, 37.442, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 03:00:00, 37.463, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 04:00:00, 37.432, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 05:00:00, 37.426, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 06:00:00, 37.414, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 07:00:00, 37.381, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 08:00:00, 37.34, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 09:00:00, 37.36, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 10:00:00, 37.363, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 11:00:00, 37.359, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 12:00:00, 37.343, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 01:00:00, 37.335, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 02:00:00, 37.331, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 03:00:00, 37.328, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 04:00:00, 37.329, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 05:00:00, 37.334, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 06:00:00, 37.338, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 07:00:00, 37.344, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 08:00:00, 37.361, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 09:00:00, 37.467, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 10:00:00, 37.442, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-18 11:00:00, 37.432, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 12:00:00, 37.474, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 01:00:00, 37.503, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 02:00:00, 37.506, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 03:00:00, 37.526, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 04:00:00, NaN, 9.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 05:00:00, 37.576, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 06:00:00, 37.574, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 07:00:00, 37.553, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 08:00:00, 37.557, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 09:00:00, 37.555, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 10:00:00, 37.559, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 11:00:00, 37.584, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 12:00:00, 37.594, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 01:00:00, 37.594, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 02:00:00, 37.591, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 03:00:00, 37.593, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 04:00:00, 37.594, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 05:00:00, 37.588, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 06:00:00, 37.58, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 07:00:00, 37.579, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 08:00:00, 37.58, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 09:00:00, 37.579, 1.0
Buoy_CanalDeIbiza, SCB-SBE37006, sea_water_salinity, psu, 2015-12-19 10:00:00, 37.576, 1.0
