5.0 16.3616
10.0 16.2944
15.0 16.1785
20.0 15.627
25.0 15.0505
30.0 14.696
35.0 14.6243
40.0 14.4165
45.0 14.2354
50.0 14.2777
55.0 14.1806
60.0 14.0616
64.0 13.9691
69.0 13.9405
74.0 13.8633
79.0 13.782
84.0 13.6839
89.0 13.6364
94.0 13.5996
99.0 13.5737
104.0 13.5342
109.0 13.5136

